posting_id,company_name,company_sector,company_type,role_title,location,minimum_qualification,required_skills,positions_available,duration_months,stipend_amount,one_time_grant,work_mode,application_deadline,job_description,eligibility_criteria
212,BAJAJ AUTO LIMITED,Automotive,Private,Production Engineer Intern,Amritsar,Graduate,"['Production', 'Manufacturing', 'Lean']",4,12,5000,6000,On-site,31-12-2025,Internship opportunity in Production Engineer Intern at BAJAJ AUTO LIMITED located in Amritsar. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Production, Manufacturing preferred."
213,BAJAJ AUTO LIMITED,Automotive,Private,Production Engineer Intern,Jodhpur,Graduate,"['Production', 'Manufacturing', 'Lean']",13,12,5000,6000,On-site,31-12-2025,Internship opportunity in Production Engineer Intern at BAJAJ AUTO LIMITED located in Jodhpur. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Production, Manufacturing preferred."
214,BAJAJ AUTO LIMITED,Automotive,Private,Supply Chain Intern,Kanpur,Graduate,"['Supply Chain', 'Logistics', 'Planning']",12,12,5000,6000,On-site,31-12-2025,Internship opportunity in Supply Chain Intern at BAJAJ AUTO LIMITED located in Kanpur. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Supply Chain, Logistics preferred."
215,BAJAJ AUTO LIMITED,Automotive,Private,Supply Chain Intern,Raipur,Graduate,"['Supply Chain', 'Logistics', 'Planning']",7,12,5000,6000,On-site,31-12-2025,Internship opportunity in Supply Chain Intern at BAJAJ AUTO LIMITED located in Raipur. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Supply Chain, Logistics preferred."
216,KOTAK MAHINDRA BANK LIMITED,Banking & Financial Services,Private,Treasury Operations Intern,Vijayawada,Graduate,"['Treasury', 'Cash Management', 'Excel']",5,12,5000,6000,On-site,31-12-2025,Internship opportunity in Treasury Operations Intern at KOTAK MAHINDRA BANK LIMITED located in Vijayawada. Gain hands-on experience in Banking & Financial Services sector.,"Minimum Graduate qualification required. Skills in Treasury, Cash Management preferred."
217,KOTAK MAHINDRA BANK LIMITED,Banking & Financial Services,Private,Treasury Operations Intern,Amritsar,Graduate,"['Treasury', 'Cash Management', 'Excel']",14,12,5000,6000,On-site,31-12-2025,Internship opportunity in Treasury Operations Intern at KOTAK MAHINDRA BANK LIMITED located in Amritsar. Gain hands-on experience in Banking & Financial Services sector.,"Minimum Graduate qualification required. Skills in Treasury, Cash Management preferred."
218,KOTAK MAHINDRA BANK LIMITED,Banking & Financial Services,Private,Treasury Operations Intern,Jodhpur,Graduate,"['Treasury', 'Cash Management', 'Excel']",5,12,5000,6000,On-site,31-12-2025,Internship opportunity in Treasury Operations Intern at KOTAK MAHINDRA BANK LIMITED located in Jodhpur. Gain hands-on experience in Banking & Financial Services sector.,"Minimum Graduate qualification required. Skills in Treasury, Cash Management preferred."
219,KOTAK MAHINDRA BANK LIMITED,Banking & Financial Services,Private,Customer Service Intern,Jabalpur,12th,"['Communication', 'Customer Service', 'Banking']",8,12,5000,6000,On-site,31-12-2025,Internship opportunity in Customer Service Intern at KOTAK MAHINDRA BANK LIMITED located in Jabalpur. Gain hands-on experience in Banking & Financial Services sector.,"Minimum 12th qualification required. Skills in Communication, Customer Service preferred."
220,KOTAK MAHINDRA BANK LIMITED,Banking & Financial Services,Private,Customer Service Intern,Kolkata,12th,"['Communication', 'Customer Service', 'Banking']",7,12,5000,6000,On-site,31-12-2025,Internship opportunity in Customer Service Intern at KOTAK MAHINDRA BANK LIMITED located in Kolkata. Gain hands-on experience in Banking & Financial Services sector.,"Minimum 12th qualification required. Skills in Communication, Customer Service preferred."
221,KOTAK MAHINDRA BANK LIMITED,Banking & Financial Services,Private,Customer Service Intern,Lucknow,12th,"['Communication', 'Customer Service', 'Banking']",9,12,5000,6000,On-site,31-12-2025,Internship opportunity in Customer Service Intern at KOTAK MAHINDRA BANK LIMITED located in Lucknow. Gain hands-on experience in Banking & Financial Services sector.,"Minimum 12th qualification required. Skills in Communication, Customer Service preferred."
222,KOTAK MAHINDRA BANK LIMITED,Banking & Financial Services,Private,Banking Operations Intern,Jodhpur,Graduate,"['Banking', 'Customer Service', 'Excel']",10,12,5000,6000,On-site,31-12-2025,Internship opportunity in Banking Operations Intern at KOTAK MAHINDRA BANK LIMITED located in Jodhpur. Gain hands-on experience in Banking & Financial Services sector.,"Minimum Graduate qualification required. Skills in Banking, Customer Service preferred."
223,KOTAK MAHINDRA BANK LIMITED,Banking & Financial Services,Private,Banking Operations Intern,Bhopal,Graduate,"['Banking', 'Customer Service', 'Excel']",3,12,5000,6000,On-site,31-12-2025,Internship opportunity in Banking Operations Intern at KOTAK MAHINDRA BANK LIMITED located in Bhopal. Gain hands-on experience in Banking & Financial Services sector.,"Minimum Graduate qualification required. Skills in Banking, Customer Service preferred."
224,KOTAK MAHINDRA BANK LIMITED,Banking & Financial Services,Private,Banking Operations Intern,Bangalore,Graduate,"['Banking', 'Customer Service', 'Excel']",9,12,5000,6000,On-site,31-12-2025,Internship opportunity in Banking Operations Intern at KOTAK MAHINDRA BANK LIMITED located in Bangalore. Gain hands-on experience in Banking & Financial Services sector.,"Minimum Graduate qualification required. Skills in Banking, Customer Service preferred."
225,KOTAK MAHINDRA BANK LIMITED,Banking & Financial Services,Private,Compliance Intern,Amritsar,Graduate,"['Compliance', 'Regulatory', 'Documentation']",6,12,5000,6000,On-site,31-12-2025,Internship opportunity in Compliance Intern at KOTAK MAHINDRA BANK LIMITED located in Amritsar. Gain hands-on experience in Banking & Financial Services sector.,"Minimum Graduate qualification required. Skills in Compliance, Regulatory preferred."
226,KOTAK MAHINDRA BANK LIMITED,Banking & Financial Services,Private,Compliance Intern,Pimpri-Chinchwad,Graduate,"['Compliance', 'Regulatory', 'Documentation']",5,12,5000,6000,On-site,31-12-2025,Internship opportunity in Compliance Intern at KOTAK MAHINDRA BANK LIMITED located in Pimpri-Chinchwad. Gain hands-on experience in Banking & Financial Services sector.,"Minimum Graduate qualification required. Skills in Compliance, Regulatory preferred."
227,KOTAK MAHINDRA BANK LIMITED,Banking & Financial Services,Private,Compliance Intern,Jabalpur,Graduate,"['Compliance', 'Regulatory', 'Documentation']",12,12,5000,6000,On-site,31-12-2025,Internship opportunity in Compliance Intern at KOTAK MAHINDRA BANK LIMITED located in Jabalpur. Gain hands-on experience in Banking & Financial Services sector.,"Minimum Graduate qualification required. Skills in Compliance, Regulatory preferred."
228,ACCENTURE SOLUTIONS PRIVATE LIMITED,IT & Software Development,Private,Software Developer Intern,Ghaziabad,Graduate,"['Programming', 'Java', 'Python']",12,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Software Developer Intern at ACCENTURE SOLUTIONS PRIVATE LIMITED located in Ghaziabad. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Programming, Java preferred."
229,ACCENTURE SOLUTIONS PRIVATE LIMITED,IT & Software Development,Private,Software Developer Intern,Jaipur,Graduate,"['Programming', 'Java', 'Python']",14,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Software Developer Intern at ACCENTURE SOLUTIONS PRIVATE LIMITED located in Jaipur. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Programming, Java preferred."
230,ACCENTURE SOLUTIONS PRIVATE LIMITED,IT & Software Development,Private,Software Developer Intern,Nagpur,Graduate,"['Programming', 'Java', 'Python']",8,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Software Developer Intern at ACCENTURE SOLUTIONS PRIVATE LIMITED located in Nagpur. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Programming, Java preferred."
231,ACCENTURE SOLUTIONS PRIVATE LIMITED,IT & Software Development,Private,Mobile App Developer Intern,Pune,Graduate,"['Android', 'iOS', 'React Native']",8,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Mobile App Developer Intern at ACCENTURE SOLUTIONS PRIVATE LIMITED located in Pune. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Android, iOS preferred."
232,ACCENTURE SOLUTIONS PRIVATE LIMITED,IT & Software Development,Private,Mobile App Developer Intern,Bhopal,Graduate,"['Android', 'iOS', 'React Native']",6,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Mobile App Developer Intern at ACCENTURE SOLUTIONS PRIVATE LIMITED located in Bhopal. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Android, iOS preferred."
233,ACCENTURE SOLUTIONS PRIVATE LIMITED,IT & Software Development,Private,Mobile App Developer Intern,Kota,Graduate,"['Android', 'iOS', 'React Native']",8,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Mobile App Developer Intern at ACCENTURE SOLUTIONS PRIVATE LIMITED located in Kota. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Android, iOS preferred."
234,ACCENTURE SOLUTIONS PRIVATE LIMITED,IT & Software Development,Private,Quality Assurance Intern,Dhanbad,Graduate,"['Testing', 'Selenium', 'Manual Testing']",3,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Quality Assurance Intern at ACCENTURE SOLUTIONS PRIVATE LIMITED located in Dhanbad. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Testing, Selenium preferred."
235,ACCENTURE SOLUTIONS PRIVATE LIMITED,IT & Software Development,Private,Quality Assurance Intern,Delhi,Graduate,"['Testing', 'Selenium', 'Manual Testing']",4,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Quality Assurance Intern at ACCENTURE SOLUTIONS PRIVATE LIMITED located in Delhi. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Testing, Selenium preferred."
236,ACCENTURE SOLUTIONS PRIVATE LIMITED,IT & Software Development,Private,Quality Assurance Intern,Vijayawada,Graduate,"['Testing', 'Selenium', 'Manual Testing']",5,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Quality Assurance Intern at ACCENTURE SOLUTIONS PRIVATE LIMITED located in Vijayawada. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in Testing, Selenium preferred."
237,ACCENTURE SOLUTIONS PRIVATE LIMITED,IT & Software Development,Private,Web Developer Intern,Kota,Graduate,"['HTML', 'CSS', 'JavaScript']",3,12,5000,6000,Hybrid,31-12-2025,Internship opportunity in Web Developer Intern at ACCENTURE SOLUTIONS PRIVATE LIMITED located in Kota. Gain hands-on experience in IT & Software Development sector.,"Minimum Graduate qualification required. Skills in HTML, CSS preferred."
238,HERO MOTOCORP LIMITED,Automotive,Private,EV Technology Intern,Kanpur,Graduate,"['Electric Vehicles', 'Battery Technology', 'Electronics']",7,12,5000,6000,On-site,31-12-2025,Internship opportunity in EV Technology Intern at HERO MOTOCORP LIMITED located in Kanpur. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Electric Vehicles, Battery Technology preferred."
239,HERO MOTOCORP LIMITED,Automotive,Private,EV Technology Intern,Bangalore,Graduate,"['Electric Vehicles', 'Battery Technology', 'Electronics']",3,12,5000,6000,On-site,31-12-2025,Internship opportunity in EV Technology Intern at HERO MOTOCORP LIMITED located in Bangalore. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Electric Vehicles, Battery Technology preferred."
240,HERO MOTOCORP LIMITED,Automotive,Private,Quality Engineer Intern,Bhopal,Graduate,"['Quality Control', 'Six Sigma', 'Testing']",9,12,5000,6000,On-site,31-12-2025,Internship opportunity in Quality Engineer Intern at HERO MOTOCORP LIMITED located in Bhopal. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Quality Control, Six Sigma preferred."
241,HERO MOTOCORP LIMITED,Automotive,Private,Quality Engineer Intern,Jodhpur,Graduate,"['Quality Control', 'Six Sigma', 'Testing']",7,12,5000,6000,On-site,31-12-2025,Internship opportunity in Quality Engineer Intern at HERO MOTOCORP LIMITED located in Jodhpur. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Quality Control, Six Sigma preferred."
242,HERO MOTOCORP LIMITED,Automotive,Private,Production Engineer Intern,Coimbatore,Graduate,"['Production', 'Manufacturing', 'Lean']",3,12,5000,6000,On-site,31-12-2025,Internship opportunity in Production Engineer Intern at HERO MOTOCORP LIMITED located in Coimbatore. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Production, Manufacturing preferred."
243,HERO MOTOCORP LIMITED,Automotive,Private,Production Engineer Intern,Bangalore,Graduate,"['Production', 'Manufacturing', 'Lean']",8,12,5000,6000,On-site,31-12-2025,Internship opportunity in Production Engineer Intern at HERO MOTOCORP LIMITED located in Bangalore. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Production, Manufacturing preferred."
244,HERO MOTOCORP LIMITED,Automotive,Private,Supply Chain Intern,Visakhapatnam,Graduate,"['Supply Chain', 'Logistics', 'Planning']",9,12,5000,6000,On-site,31-12-2025,Internship opportunity in Supply Chain Intern at HERO MOTOCORP LIMITED located in Visakhapatnam. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Supply Chain, Logistics preferred."
245,HERO MOTOCORP LIMITED,Automotive,Private,Supply Chain Intern,Chandigarh,Graduate,"['Supply Chain', 'Logistics', 'Planning']",14,12,5000,6000,On-site,31-12-2025,Internship opportunity in Supply Chain Intern at HERO MOTOCORP LIMITED located in Chandigarh. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Supply Chain, Logistics preferred."
246,HERO MOTOCORP LIMITED,Automotive,Private,Supply Chain Intern,Faridabad,Graduate,"['Supply Chain', 'Logistics', 'Planning']",3,12,5000,6000,On-site,31-12-2025,Internship opportunity in Supply Chain Intern at HERO MOTOCORP LIMITED located in Faridabad. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Supply Chain, Logistics preferred."
247,BRITANNIA INDUSTRIES LTD,FMCG,Private,Brand Management Intern,Thane,Graduate,"['Brand Management', 'Marketing', 'Strategy']",3,12,5000,6000,On-site,31-12-2025,Internship opportunity in Brand Management Intern at BRITANNIA INDUSTRIES LTD located in Thane. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Brand Management, Marketing preferred."
248,BRITANNIA INDUSTRIES LTD,FMCG,Private,Brand Management Intern,Ghaziabad,Graduate,"['Brand Management', 'Marketing', 'Strategy']",7,12,5000,6000,On-site,31-12-2025,Internship opportunity in Brand Management Intern at BRITANNIA INDUSTRIES LTD located in Ghaziabad. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Brand Management, Marketing preferred."
249,BRITANNIA INDUSTRIES LTD,FMCG,Private,Consumer Insights Intern,Jodhpur,Graduate,"['Market Research', 'Consumer Behavior', 'Analytics']",4,12,5000,6000,On-site,31-12-2025,Internship opportunity in Consumer Insights Intern at BRITANNIA INDUSTRIES LTD located in Jodhpur. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Market Research, Consumer Behavior preferred."
250,BRITANNIA INDUSTRIES LTD,FMCG,Private,Consumer Insights Intern,Rajkot,Graduate,"['Market Research', 'Consumer Behavior', 'Analytics']",5,12,5000,6000,On-site,31-12-2025,Internship opportunity in Consumer Insights Intern at BRITANNIA INDUSTRIES LTD located in Rajkot. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Market Research, Consumer Behavior preferred."
251,BRITANNIA INDUSTRIES LTD,FMCG,Private,Consumer Insights Intern,Visakhapatnam,Graduate,"['Market Research', 'Consumer Behavior', 'Analytics']",7,12,5000,6000,On-site,31-12-2025,Internship opportunity in Consumer Insights Intern at BRITANNIA INDUSTRIES LTD located in Visakhapatnam. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Market Research, Consumer Behavior preferred."
252,BRITANNIA INDUSTRIES LTD,FMCG,Private,Digital Marketing Intern,Hyderabad,Graduate,"['Digital Marketing', 'Social Media', 'SEO']",1,12,5000,6000,On-site,31-12-2025,Internship opportunity in Digital Marketing Intern at BRITANNIA INDUSTRIES LTD located in Hyderabad. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Digital Marketing, Social Media preferred."
253,BRITANNIA INDUSTRIES LTD,FMCG,Private,Operations Intern,Pune,Graduate,"['Operations', 'Process Improvement', 'Efficiency']",2,12,5000,6000,On-site,31-12-2025,Internship opportunity in Operations Intern at BRITANNIA INDUSTRIES LTD located in Pune. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Operations, Process Improvement preferred."
254,BRITANNIA INDUSTRIES LTD,FMCG,Private,Operations Intern,Rajkot,Graduate,"['Operations', 'Process Improvement', 'Efficiency']",3,12,5000,6000,On-site,31-12-2025,Internship opportunity in Operations Intern at BRITANNIA INDUSTRIES LTD located in Rajkot. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Operations, Process Improvement preferred."
255,BRITANNIA INDUSTRIES LTD,FMCG,Private,Operations Intern,Ghaziabad,Graduate,"['Operations', 'Process Improvement', 'Efficiency']",3,12,5000,6000,On-site,31-12-2025,Internship opportunity in Operations Intern at BRITANNIA INDUSTRIES LTD located in Ghaziabad. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Operations, Process Improvement preferred."
256,HYUNDAI MOTOR INDIA LIMITED,Automotive,Private,Supply Chain Intern,Ludhiana,Graduate,"['Supply Chain', 'Logistics', 'Planning']",7,12,5000,6000,On-site,31-12-2025,Internship opportunity in Supply Chain Intern at HYUNDAI MOTOR INDIA LIMITED located in Ludhiana. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Supply Chain, Logistics preferred."
257,HYUNDAI MOTOR INDIA LIMITED,Automotive,Private,Production Engineer Intern,Kota,Graduate,"['Production', 'Manufacturing', 'Lean']",9,12,5000,6000,On-site,31-12-2025,Internship opportunity in Production Engineer Intern at HYUNDAI MOTOR INDIA LIMITED located in Kota. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Production, Manufacturing preferred."
258,HYUNDAI MOTOR INDIA LIMITED,Automotive,Private,Production Engineer Intern,Varanasi,Graduate,"['Production', 'Manufacturing', 'Lean']",12,12,5000,6000,On-site,31-12-2025,Internship opportunity in Production Engineer Intern at HYUNDAI MOTOR INDIA LIMITED located in Varanasi. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Production, Manufacturing preferred."
259,HYUNDAI MOTOR INDIA LIMITED,Automotive,Private,Production Engineer Intern,Faridabad,Graduate,"['Production', 'Manufacturing', 'Lean']",8,12,5000,6000,On-site,31-12-2025,Internship opportunity in Production Engineer Intern at HYUNDAI MOTOR INDIA LIMITED located in Faridabad. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Production, Manufacturing preferred."
260,HYUNDAI MOTOR INDIA LIMITED,Automotive,Private,Assembly Line Intern,Indore,ITI,"['Assembly', 'Manufacturing', 'Quality']",4,12,5000,6000,On-site,31-12-2025,Internship opportunity in Assembly Line Intern at HYUNDAI MOTOR INDIA LIMITED located in Indore. Gain hands-on experience in Automotive sector.,"Minimum ITI qualification required. Skills in Assembly, Manufacturing preferred."
261,HYUNDAI MOTOR INDIA LIMITED,Automotive,Private,Design Engineer Intern,Bangalore,Graduate,"['CAD', 'Design', 'Automotive']",11,12,5000,6000,On-site,31-12-2025,Internship opportunity in Design Engineer Intern at HYUNDAI MOTOR INDIA LIMITED located in Bangalore. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in CAD, Design preferred."
262,HYUNDAI MOTOR INDIA LIMITED,Automotive,Private,Design Engineer Intern,Guwahati,Graduate,"['CAD', 'Design', 'Automotive']",5,12,5000,6000,On-site,31-12-2025,Internship opportunity in Design Engineer Intern at HYUNDAI MOTOR INDIA LIMITED located in Guwahati. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in CAD, Design preferred."
263,HYUNDAI MOTOR INDIA LIMITED,Automotive,Private,Design Engineer Intern,Surat,Graduate,"['CAD', 'Design', 'Automotive']",14,12,5000,6000,On-site,31-12-2025,Internship opportunity in Design Engineer Intern at HYUNDAI MOTOR INDIA LIMITED located in Surat. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in CAD, Design preferred."
264,BHARAT ELECTRONICS LIMITED,Manufacturing & Industrial,PSU,Maintenance Intern,Faridabad,ITI,"['Maintenance', 'Mechanical', 'Electrical']",11,12,5000,6000,On-site,31-12-2025,Internship opportunity in Maintenance Intern at BHARAT ELECTRONICS LIMITED located in Faridabad. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum ITI qualification required. Skills in Maintenance, Mechanical preferred."
265,BHARAT ELECTRONICS LIMITED,Manufacturing & Industrial,PSU,Maintenance Intern,Bhopal,ITI,"['Maintenance', 'Mechanical', 'Electrical']",5,12,5000,6000,On-site,31-12-2025,Internship opportunity in Maintenance Intern at BHARAT ELECTRONICS LIMITED located in Bhopal. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum ITI qualification required. Skills in Maintenance, Mechanical preferred."
266,BHARAT ELECTRONICS LIMITED,Manufacturing & Industrial,PSU,Industrial Engineer Intern,Patna,Graduate,"['Industrial Engineering', 'Process Improvement', 'Lean']",13,12,5000,6000,On-site,31-12-2025,Internship opportunity in Industrial Engineer Intern at BHARAT ELECTRONICS LIMITED located in Patna. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Graduate qualification required. Skills in Industrial Engineering, Process Improvement preferred."
267,BHARAT ELECTRONICS LIMITED,Manufacturing & Industrial,PSU,Production Intern,Nashik,Diploma,"['Production', 'Manufacturing', 'Operations']",7,12,5000,6000,On-site,31-12-2025,Internship opportunity in Production Intern at BHARAT ELECTRONICS LIMITED located in Nashik. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Diploma qualification required. Skills in Production, Manufacturing preferred."
268,BHARAT ELECTRONICS LIMITED,Manufacturing & Industrial,PSU,Production Intern,Thane,Diploma,"['Production', 'Manufacturing', 'Operations']",10,12,5000,6000,On-site,31-12-2025,Internship opportunity in Production Intern at BHARAT ELECTRONICS LIMITED located in Thane. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Diploma qualification required. Skills in Production, Manufacturing preferred."
269,BHARAT ELECTRONICS LIMITED,Manufacturing & Industrial,PSU,Safety Officer Intern,Jodhpur,Graduate,"['Safety', 'HSE', 'Compliance']",11,12,5000,6000,On-site,31-12-2025,Internship opportunity in Safety Officer Intern at BHARAT ELECTRONICS LIMITED located in Jodhpur. Gain hands-on experience in Manufacturing & Industrial sector.,"Minimum Graduate qualification required. Skills in Safety, HSE preferred."
270,EICHER MOTORS LIMITED,Automotive,Private,Supply Chain Intern,Agra,Graduate,"['Supply Chain', 'Logistics', 'Planning']",14,12,5000,6000,On-site,31-12-2025,Internship opportunity in Supply Chain Intern at EICHER MOTORS LIMITED located in Agra. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Supply Chain, Logistics preferred."
271,EICHER MOTORS LIMITED,Automotive,Private,Supply Chain Intern,Delhi,Graduate,"['Supply Chain', 'Logistics', 'Planning']",9,12,5000,6000,On-site,31-12-2025,Internship opportunity in Supply Chain Intern at EICHER MOTORS LIMITED located in Delhi. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Supply Chain, Logistics preferred."
272,EICHER MOTORS LIMITED,Automotive,Private,Service Engineer Intern,Jabalpur,Diploma,"['Service', 'Diagnostics', 'Repair']",4,12,5000,6000,On-site,31-12-2025,Internship opportunity in Service Engineer Intern at EICHER MOTORS LIMITED located in Jabalpur. Gain hands-on experience in Automotive sector.,"Minimum Diploma qualification required. Skills in Service, Diagnostics preferred."
273,EICHER MOTORS LIMITED,Automotive,Private,Service Engineer Intern,Gwalior,Diploma,"['Service', 'Diagnostics', 'Repair']",14,12,5000,6000,On-site,31-12-2025,Internship opportunity in Service Engineer Intern at EICHER MOTORS LIMITED located in Gwalior. Gain hands-on experience in Automotive sector.,"Minimum Diploma qualification required. Skills in Service, Diagnostics preferred."
274,EICHER MOTORS LIMITED,Automotive,Private,Service Engineer Intern,Kanpur,Diploma,"['Service', 'Diagnostics', 'Repair']",5,12,5000,6000,On-site,31-12-2025,Internship opportunity in Service Engineer Intern at EICHER MOTORS LIMITED located in Kanpur. Gain hands-on experience in Automotive sector.,"Minimum Diploma qualification required. Skills in Service, Diagnostics preferred."
275,EICHER MOTORS LIMITED,Automotive,Private,Production Engineer Intern,Kanpur,Graduate,"['Production', 'Manufacturing', 'Lean']",3,12,5000,6000,On-site,31-12-2025,Internship opportunity in Production Engineer Intern at EICHER MOTORS LIMITED located in Kanpur. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in Production, Manufacturing preferred."
276,EICHER MOTORS LIMITED,Automotive,Private,Design Engineer Intern,Pune,Graduate,"['CAD', 'Design', 'Automotive']",8,12,5000,6000,On-site,31-12-2025,Internship opportunity in Design Engineer Intern at EICHER MOTORS LIMITED located in Pune. Gain hands-on experience in Automotive sector.,"Minimum Graduate qualification required. Skills in CAD, Design preferred."
277,GODREJ CONSUMER PRODUCTS LIMITED,FMCG,Private,Digital Marketing Intern,Raipur,Graduate,"['Digital Marketing', 'Social Media', 'SEO']",5,12,5000,6000,On-site,31-12-2025,Internship opportunity in Digital Marketing Intern at GODREJ CONSUMER PRODUCTS LIMITED located in Raipur. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Digital Marketing, Social Media preferred."
278,GODREJ CONSUMER PRODUCTS LIMITED,FMCG,Private,Digital Marketing Intern,Chandigarh,Graduate,"['Digital Marketing', 'Social Media', 'SEO']",8,12,5000,6000,On-site,31-12-2025,Internship opportunity in Digital Marketing Intern at GODREJ CONSUMER PRODUCTS LIMITED located in Chandigarh. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Digital Marketing, Social Media preferred."
279,GODREJ CONSUMER PRODUCTS LIMITED,FMCG,Private,Digital Marketing Intern,Pune,Graduate,"['Digital Marketing', 'Social Media', 'SEO']",12,12,5000,6000,On-site,31-12-2025,Internship opportunity in Digital Marketing Intern at GODREJ CONSUMER PRODUCTS LIMITED located in Pune. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Digital Marketing, Social Media preferred."
280,GODREJ CONSUMER PRODUCTS LIMITED,FMCG,Private,Product Development Intern,Coimbatore,Graduate,"['Product Development', 'Innovation', 'Research']",9,12,5000,6000,On-site,31-12-2025,Internship opportunity in Product Development Intern at GODREJ CONSUMER PRODUCTS LIMITED located in Coimbatore. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Product Development, Innovation preferred."
281,GODREJ CONSUMER PRODUCTS LIMITED,FMCG,Private,Product Development Intern,Patna,Graduate,"['Product Development', 'Innovation', 'Research']",13,12,5000,6000,On-site,31-12-2025,Internship opportunity in Product Development Intern at GODREJ CONSUMER PRODUCTS LIMITED located in Patna. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Product Development, Innovation preferred."
282,GODREJ CONSUMER PRODUCTS LIMITED,FMCG,Private,Quality Assurance Intern,Nagpur,Graduate,"['Quality Assurance', 'Testing', 'Standards']",10,12,5000,6000,On-site,31-12-2025,Internship opportunity in Quality Assurance Intern at GODREJ CONSUMER PRODUCTS LIMITED located in Nagpur. Gain hands-on experience in FMCG sector.,"Minimum Graduate qualification required. Skills in Quality Assurance, Testing preferred."
